Title¦StartMin¦Duration¦Color¦Date¦PersonIdx
Ticket Escalation¦480¦90¦11150478¦2026/08/31¦0
Campaign Kickoff¦480¦60¦11150478¦2026/09/15¦0
Architecture Review¦480¦90¦7976499¦2026/09/14¦0
Live Chat Shift¦525¦150¦11150478¦2026/09/17¦0
New Event¦540¦60¦11150478¦2026/09/01¦0
New Event¦540¦60¦1987060¦2026/09/01¦0
New Event¦540¦60¦7568614¦2026/09/01¦0
Live Chat Shift¦525¦150¦11150478¦2026/09/30¦0
Invoice Processing¦660¦120¦7976499¦2026/09/28¦0
Invoice Processing¦660¦120¦7976499¦2026/09/18¦0
Campaign Kickoff¦480¦60¦11150478¦2026/09/24¦0
Architecture Review¦480¦90¦7976499¦2026/07/07¦0
